avgCost,classify,serviceRate,environmentRate,tel,tasteRate,rid,hours,address,name
219,"[""日式料理"",""綜合日式料理""]",0.65,0.7,02-2563-6510,0.6,957690,[],"25.05093901829,121.52166401684998",平成十九(二店)
99,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.65,02-2926-5545,0.75,17913,[],"25.01169400791,121.5150300078",丹堤咖啡研磨專賣店 Dante Coffee(永和頂溪店)
57,"[""中式料理"",""麵食點心""]",0.5,0.5,06-220-8872,0.85,10882,"[""00:00~02:00"",""17:00~02:00""]","22.99048100776,120.1984980052",陽春麵紅油抄手
0,"[""鍋類"",""涮涮鍋""]",0.85,0.95,07-345-5738,0.95,1064138,[],"22.68831531039,120.30996740999001",九勺涮涮鍋
152,"[""咖啡、簡餐、茶"",""複合式""]",0.5,0.75,02-2388-2899,0.45,155807,[],"25.04350810167,121.50588601539",沐茶閱讀咖啡館
258,"[""日式料理"",""綜合日式料理""]",0.7,0.7,07-656-9668,0.7,1061090,[],"22.72899061176,120.40563321063",八坂丼屋(義大店)
63,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.5,0.5,02-2659-1699,0.5,1051026,"[""10:00~21:00""]","25.08086541084,121.57919520249",丸作食茶
130,"[""亞洲料理"",""其他亞洲料理""]",0.95,0.85,04-2255-5015,1,1071546,"[""11:00~21:00""]","24.15038290978,120.63571001295",福田屋咖哩(黎明店)
150,"[""其他美食"",""自助餐 便當""]",0,0,04-2260-3520,0,1212290,"[""17:30~20:00"",""11:00~14:00""]","24.1228785,120.6609821",小杏韻輕食便當
0,"[""冰品、飲料、甜湯"",""果汁""]",0.85,0.9,,0.9,1147088,"[""10:00~21:00""]","24.057596104250003,120.43253400843001",Dochi Juice 都奇果汁彰化鹿港店
0,"[""小吃"",""麵攤、麵店""]",0.9,0.9,0974-000-588,0.9,1122623,"[""09:00~21:00""]","25.00215401606,121.30275400178999",尚豪大腸赤肉麵線/肉粽/四神湯
0,"[""燒烤類"",""日式燒肉""]",0.9,0.9,,0.9,1199567,[],"25.0027288,121.5011068",昭和園日式燒肉屋－中和店
0,"[""主題特色餐廳"",""養生蔬食餐廳""]",0.9,0.9,05-229-3919,1,1073804,[],"23.47677480202,120.44242330873",食儻生活料理坊 Foodie Star
0,"[""日式料理"",""居酒屋""]",0.85,1,,0.9,1177394,[],"25.040532,121.572814",古記雞.創意料理.私房菜居酒屋
662,"[""鍋類"",""其他鍋類""]",0.85,0.85,,0.85,1105496,[],"22.63185901708,120.31636700476001",鮮蒸霸蒸氣海鮮塔
450,"[""咖啡、簡餐、茶"",""複合式""]",0.95,0.9,02-2250-2915,0.9,962644,[],"25.03107900653,121.47686401364997",Offy Cafe Bistro
549,"[""中式料理"",""海鮮餐廳""]",0.75,0.6,07-386-5699,0.85,17159,"[""17:00~22:00"",""11:30~14:00""]","22.648911001709997,120.32094201194",好蟳屋澎湖海產專賣店
25,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.85,0.9,02-2370-1306,0.9,93149,[],"25.042311002770003,121.50911000514",維格餅家(西門店)
393,"[""鍋類"",""羊肉爐""]",0.6,0.45,02-2713-8943,0.85,45672,"[""17:00~01:00""]","25.05416101288,121.54222601808",岡山羊肉爐
204,"[""異國料理"",""法式料理""]",0.7,0.6,02-2775-5727,0.85,114041,"[""12:00~21:00""]","25.04177301708,121.54798900484",Lily法式薄餅咖啡
226,"[""咖啡、簡餐、茶"",""複合式""]",0.6,0.7,04-2265-9078,0.7,607510,"[""10:30~21:30""]","24.118515919563325,120.6530249120205",金色藍廚
209,"[""鍋類"",""石頭火鍋""]",0.65,0.6,02-2908-4166,0.55,752460,"[""11:30~23:00""]","25.030008913089997,121.43474900212001",石二鍋(新莊輔大店)
0,"[""燒烤類"",""鐵板燒""]",0.9,0.85,,0.95,1205534,[],"25.061563,121.496947",鴻悅鐵板燒
0,"[""主題特色餐廳"",""食補藥膳餐廳""]",0.75,0.85,0975-390-099,1,49670,"[""10:00~22:30""]","25.029816847542993,121.41315870660581",冠品一碗藥膳羊肉店
25,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.6,0.45,02-2363-3602,0.7,46332,[],"25.02439201966,121.52937001243",會上癮
450,"[""中式料理"",""海鮮餐廳""]",0.45,0.45,,0.65,38743,[],"24.61384301891,120.78749700064",阿水海鮮飯店
1051,"[""異國料理"",""義式料理""]",0.7,0.75,02-2721-3182,0.75,47919,"[""17:30~22:30"",""11:30~15:00""]","25.04072501276,121.54597101513",chiANTi洋堤義大利餐廳
83,"[""小吃"",""其他小吃""]",0.7,0.6,02-2708-8811,0.6,47121,[],"25.03046400393,121.55414901952",士林十全排骨滷肉飯烤肉飯(通化店)
75,"[""小吃"",""其他小吃""]",0.6,0.35,03-936-3982,0.85,44240,[],"24.76096889195114,121.75334334782077",老魏牛肉捏麵
210,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.6,0.6,03-571-1708,0.6,38682,[],"24.79655800243,120.97937201468",海島咖啡
183,"[""燒烤類"",""鐵板燒""]",0.7,0.55,02-8642-3976,0.85,43326,"[""17:00~22:30"",""11:00~15:00"",""11:00~14:00""]","25.066474906619998,121.66220000120998",圓多立鐵板燒
109,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.75,0.7,03-387-0000,0.9,40295,"[""10:00~18:30""]","24.88448010310447,121.28934022606627",蜂蜜黑心肝
138,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.65,0.65,03-524-4236,0.7,34227,"[""07:30~23:00""]","24.803898019880002,120.97314401826",Starbucks Coffee 統一星巴克(東門門市)
292,"[""烘焙、甜點、零食"",""巧克力專賣""]",0.95,0.75,05-236-9555,0.85,579852,[],"23.464539965923652,120.43021679726009",蕊杜巧克力工坊
95,"[""鍋類"",""其他鍋類""]",0.85,0.75,02-2279-5283,0.85,51575,[],"25.03932400868,121.44967300403",石碇公臭臭鍋(新莊建興店)
233,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.75,02-2684-1177,0.75,65455,[],"24.991092008069998,121.42554800297",福利泰日式多拿滋
51,"[""中式料理"",""麵食點心""]",0.6,0.35,07-806-2238,0.75,53419,[],"22.569605007779998,120.3585880126",大鵬早點
121,"[""小吃"",""其他小吃""]",0.45,0.4,02-2935-4584,0.7,52826,[],"25.01566300147,121.53254301116",八年得麻辣專門店
91,"[""速食料理"",""漢堡、炸雞""]",0.65,0.6,04-2425-5690,0.65,106451,[],"24.187897004739998,120.66295701809001",麥當勞(台中中清店)
150,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.85,0.85,02-2939-4866,0.95,34889,"[""12:00~22:00""]","24.987824120376686,121.5753770237458",張協興茶行
52,"[""日式料理"",""其他日式料理""]",0.7,0.5,,0.75,110040,[],"25.05035761314,121.57463000753",極手卷
300,"[""亞洲料理"",""韓式料理""]",0.6,0.5,07-722-2765,0.6,636286,"[""17:00~21:00"",""11:00~14:00""]","22.622250437139098,120.31966606890654",慢慢韓食堂
523,"[""異國料理"",""美式料理""]",0.65,0.5,02-8729-2737,0.65,602202,"[""11:00~22:00"",""11:00~22:30""]","25.03924410532,121.56818311034",H American Fusion Cuisine 豪鮮新美式餐廳
225,"[""速食料理"",""披薩""]",0.85,0.85,04-8391-985,0.85,600888,"[""11:00~21:30""]","23.96233250748,120.57675430990001",1985窯烤披薩 Pizza Bar
98,"[""小吃"",""其他小吃""]",0.95,0.6,05-223-7194,0.85,628217,[],"23.4779339135,120.45463210924",阿吉鱔魚麵
101,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.85,1,03-928-5758,0.75,578172,"[""08:30~18:00""]","24.78008081448,121.73683290826",AGRIOZ Cafe'
56,"[""早餐"",""其他類型早餐""]",0.95,0.75,0926-208-256,0.85,568304,[],"23.56129500427,120.46147401982999",網路早餐
191,"[""異國料理"",""其他異國料理""]",0.6,0.6,02-2383-0355,0.65,534562,[],"25.0464589009,121.51744800197005",Q丸 QMaru和洋食堂(台北站前店)
97,"[""亞洲料理"",""越南料理""]",0.5,0.5,02-2949-1790,0.75,113534,[],"24.98482501926,121.50769800532001",藍天印度烤餅
167,"[""日式料理"",""日式麵食專賣""]",0.5,0.55,02-2798-7061,0.65,581793,"[""11:30~21:00""]","25.080391015689997,121.57723301295",三田拉麵
43,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.7,0.6,07-531-4979,0.6,83061,[],"22.62780600536,120.28417100963",古早味杏仁茶
201,"[""中式料理"",""熱炒、快炒""]",1,0.95,049-261-2261,1,114836,[],"23.676448015760002,120.79362700731001",亘石庭
514,"[""燒烤類"",""日式燒肉""]",0.5,0.45,07-362-7088,0.55,79744,"[""11:00~23:00""]","22.725945502850003,120.30210871522996",石頭日式炭火燒肉(楠梓店)
174,"[""異國料理"",""義式料理""]",0.85,0.85,0928-066-762,0.85,122569,"[""11:30~21:00""]","25.1511902189,121.77323091157",美滋客窯烤披薩
110,"[""速食料理"",""漢堡、炸雞""]",0.7,0.85,02-2203-9493,0.85,42220,"[""06:00~24:00""]","25.0342340077,121.44417801917",摩斯漢堡 MOS BURGER(新莊正泰)
444,"[""主題特色餐廳"",""現場演奏餐廳""]",0.65,0.65,03-558-8643,0.5,80233,"[""17:30~21:00"",""11:30~14:00""]","24.830634000059998,121.01479301529",大西部牛排餐廳
60,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.75,0.75,07-347-2688,0.95,1023810,"[""12:00~20:00""]","22.69007131905,120.31489410714",RYNO GELATO 里諾工房義式冰淇淋專門店
150,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.6,049-289-7238,0.7,99660,"[""09:00~17:30"",""09:00~18:00""]","23.922572012729997,120.93552901008",和菓森林
251,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.95,04-2239-8935,0.6,2420,[],"24.17615600196,120.72276601789",風尚人文咖啡館(台中北屯店)
126,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.5,02-2920-6833,0.75,140733,"[""06:00~22:00""]","25.0073747125,121.51786150891999",逸馨烘焙坊
0,"[""中式料理"",""台菜餐廳""]",0.75,0.85,,0.7,139917,[],"22.665974004259997,120.30358500699",大八大飯店-金鑽廳
48,"[""中式料理"",""麵食點心""]",0.65,0.4,02-2363-2181,0.65,23492,[],"25.01696901666,121.53252400510999",大學口胡椒餅
35,"[""小吃"",""其他小吃""]",0.75,0.45,05-225-3067,0.6,56072,"[""05:00~20:00""]","23.47776601302,120.45567401348",福源肉粽店(共和店)
32,"[""小吃"",""其他小吃""]",0.7,0.5,049-299-3815,0.75,30757,"[""14:00~19:00""]","23.96736500447,120.97007701311",卓肉圓
117,"[""小吃"",""其他小吃""]",0.75,1,049-299-5435,1,78248,"[""10:30~20:30""]","23.96273001538,120.96292801591001",亞標牛肉麵
135,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.7,0.55,,0.8,1019468,[],"25.00065850461,121.22921001351",一抹綠 日式手作抹茶専売店
118,"[""速食料理"",""披薩""]",0.65,0.65,03-559-9111,0.75,1019382,"[""11:00~23:00""]","24.86803670316,120.99399861748999",Pizza Hut 必勝客
384,"[""主題特色餐廳"",""酒吧 Lounge Bar""]",0.95,0.9,07-222-1238,0.85,1024092,"[""18:30~24:00""]","22.62725940813,120.30943821031",E95餐酒館 East Ninty Five Bistro
146,"[""速食料理"",""漢堡、炸雞""]",0.6,0.75,02-2786-3268,0.75,1031138,"[""07:00~22:30""]","25.05584920057,121.61378760407",肯德基(台北市南港店)
175,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.85,0.85,07-531-0231,0.75,1038204,[],"22.626301010680002,120.27931270016",喝所在咖啡館
129,"[""速食料理"",""漢堡、炸雞""]",0.6,0.7,02-2516-5208,0.75,942440,"[""07:00~00:00""]","25.05465841058,121.53413171855999",漢堡王(長春店)
90,"[""日式料理"",""綜合日式料理""]",0.75,0.75,06-225-3071,0.9,942514,"[""11:00~02:00""]","22.99140500334,120.20240700366",福麵屋日式居酒屋
321,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.85,08-778-5070,0.85,990988,[],"22.6197921163,120.54476530317",邱氏咖啡巧克力 Choose Chius
220,"[""鍋類"",""涮涮鍋""]",0.65,0.6,02-2625-8292,0.75,1007058,[],"25.17700571199,121.44726051181",鍋董日式涮涮鍋(大忠直營二店)
140,"[""鍋類"",""涮涮鍋""]",0.75,0.9,,0.85,972632,[],"24.99313691815,121.52262500701",兩披索靚鍋(自立店)
0,"[""咖啡、簡餐、茶"",""複合式""]",0.85,1,02-2256-5845,0.75,967530,[],"25.034099912040002,121.47913000871",24法郎咖啡館
225,"[""咖啡、簡餐、茶"",""複合式""]",0.95,0.95,,0.95,969500,"[""10:00~21:00"",""13:00~21:00""]","24.55788301488,120.82063800091001",老家藝文生活空間
470,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.9,0.9,02-2926-3888,0.9,937740,"[""09:00~20:30""]","25.00105101441,121.52223371960001",卡瓦蛋糕
73,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.65,0.75,03-526-9595,0.75,1017438,[],"24.80648601412,120.96807600163",斯諾客雪花冰品
219,"[""日式料理"",""綜合日式料理""]",0.6,0.5,03-356-9595,0.7,1035872,[],"25.018805707360002,121.29930670654001",百八魚場(桃園南平路)
61,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.65,03-623-8424,0.7,1032420,"[""11:00~21:30""]","24.80889680456,120.97449701493",Mister Donut 統一多拿滋(巨城門市)
100,"[""日式料理"",""其他日式料理""]",0.85,0.7,,0.7,1042244,[],"25.050809009210003,121.52273800518",六甲章魚燒
143,"[""早餐"",""西式早餐""]",0.35,0.6,0978-058-012,0.45,595592,[],"24.06286601098,120.69603900985",o2Brunch 歐圖早午餐廚房(霧峰樹仁店)
0,"[""咖啡、簡餐、茶"",""茶專賣""]",0.7,0.75,,0.7,1166252,[],"24.1584038,120.6707803",喫茶小舖(民權店)
120,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.6,0.7,,0.7,1188839,[],"25.0360141,121.5672349",Sweet Monster
235,"[""咖啡、簡餐、茶"",""複合式""]",0.9,0.9,06-234-5500,0.65,1146041,"[""09:00~23:00""]","22.987628004170002,120.2301360126",首璽咖啡
0,"[""早餐"",""西式早餐""]",0.7,0.5,05-216-8988,0.7,1091294,[],"23.4691201109,120.44333300417",深呼吸早午餐廚房
300,"[""中式料理"",""其它中式料理""]",0.9,0.9,,1,1046278,[],"24.67892080108,121.75685691493",三茶六飯
400,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.7,02-8732-5418,0.7,1061854,[],"25.021380308330002,121.55409090990001",比特尼克
330,"[""亞洲料理"",""泰式料理""]",0.95,0.95,,0.95,1071224,"[""00:00~00:00""]","24.149568904259997,120.64763251596",泰藏玖 Thai bistro 泰式餐酒館
55,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.7,0.65,06-221-2168,0.9,988132,"[""10:00~21:00"",""09:00~21:00""]","22.99379300816,120.19761610588",茗香臺
589,"[""主題特色餐廳"",""景觀餐廳""]",0.4,0.65,03-409-0911,0.5,985272,[],"24.85050830159,121.17594411459",松葉園人文景觀餐廳
150,"[""異國料理"",""其他異國料理""]",0.85,0.7,03-212-5670,0.75,92138,"[""11:30~21:30""]","25.03937501862,121.29182500341",瓦拉那西咖哩與香草餐廳
245,"[""咖啡、簡餐、茶"",""複合式""]",1,1,03-426-1450,0.75,1043492,"[""11:30~22:00""]","24.96159090331,121.2237970073",HANA CAFE(中壢威尼斯影城店)
150,"[""日式料理"",""日式豬排專賣""]",0.5,0.5,03-463-5600,0.5,637232,"[""17:00~21:00"",""11:00~14:00""]","24.96128851252,121.2313372197",瑞吉飯店(中壢店)
200,"[""主題特色餐廳"",""酒吧 Lounge Bar""]",0.75,0.85,06-208-0227,0.75,984708,[],"22.998498008640002,120.23155880332",Midnight
66,"[""小吃"",""鹹酥雞、炸雞排""]",0.65,0.45,07-723-6258,0.8,491260,[],"22.62993800845,120.33184901959001",武廟黑輪(武廟總店)
30,"[""小吃"",""其他小吃""]",0.6,0.45,,0.85,948786,[],"25.07191791024,121.51398990277006",讚好吃古早味雞蛋糕
40,"[""小吃"",""其他小吃""]",0.45,0.45,,0.7,22158,[],"25.03082301309,121.5541120128",阿郎大腸蚵仔麵線
121,"[""咖啡、簡餐、茶"",""複合式""]",0.45,0.45,02-2559-4936,0.45,105037,[],"25.04870401301,121.51504500563",豪品食尚料理會館
24,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.85,0.75,04-2260-9507,0.85,944378,"[""10:00~20:00""]","24.12596100262,120.66590500421006",貝尼烘焙坊
825,"[""日式料理"",""居酒屋""]",0.75,0.6,0939-392-452,0.75,982834,"[""17:30~02:00""]","22.61768051519,120.29956740599",文武伍肆
245,"[""亞洲料理"",""泰式料理""]",0.85,0.5,04-2375-7715,0.95,15467,"[""17:00~21:30"",""11:00~14:00""]","24.13539800016,120.65698900851",雲食泰風
220,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.95,1,06-275-9899,0.7,152937,"[""08:00~22:00""]","22.98307800796,120.21697701935",Quinny cafe & Lounge
247,"[""冰品、飲料、甜湯"",""果昔""]",0.85,0.95,0933-333-722,0.95,1128068,[],"22.6421941077,120.26570061789",Terroir流浪吧
455,"[""異國料理"",""義式料理""]",0.75,0.75,02-8786-7771,0.9,149677,"[""11:00~22:00""]","25.03954401058,121.56244801648",Pizza PARK
357,"[""素食"",""中式""]",0.55,0.65,04-2372-8169,0.8,70302,"[""11:30~15:30"",""17:30~21:00""]","24.134016004539998,120.66321900462",香草園 法式蔬食
105,"[""日式料理"",""其他日式料理""]",0.45,0.6,03-352-2502,0.75,636182,"[""17:00~21:30"",""11:00~14:00""]","25.04763591003,121.29506300049003",菊之丼
581,"[""異國料理"",""義式料理""]",0.75,0.6,04-2223-0669,0.6,591766,"[""11:00~22:00""]","24.15207290246,120.68475401194",GOGO派樂(中友店)
559,"[""中式料理"",""台菜餐廳""]",0.9,0.75,03-338-3398,0.75,47345,[],"25.00075901742,121.31489200401",福珍美食館
479,"[""鍋類"",""壽喜燒""]",0.7,0.75,02-2381-5511,0.7,694386,"[""11:00~22:00""]","25.04584990699,121.51485031531003",鎌奈鍋(站前店)
58,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.4,02-2388-0806,0.75,47247,[],"25.04373900767,121.50794401907",艾菲爾法式可麗餅(中華總店)
183,"[""咖啡、簡餐、茶"",""複合式""]",0.85,0.7,02-2429-5857,0.95,154165,"[""11:00~23:00""]","25.13028101359,121.74085000221",茉莉森咖啡館
200,"[""咖啡、簡餐、茶"",""複合式""]",0.9,0.9,,0.75,1213166,[],"25.0392892,121.5515921",Tzubi coffee
513,"[""異國料理"",""其他異國料理""]",0.65,0.75,07-236-2323,0.65,45771,"[""11:30~21:00""]","22.634005018449997,120.30819000516",高雄福華大飯店-麗香苑
0,"[""早餐"",""中式早餐""]",0,0,02-8668-6282,0,1217522,[],"24.9923755,121.5245526",漿餅屋豆漿
238,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.65,0.7,02-2345-4275,0.8,8280,"[""11:00~23:00""]","25.03568401349,121.56654200054",哈根達斯 Häagen-Dazs(華納威秀店)
90,"[""速食料理"",""漢堡、炸雞""]",0.85,0.8,07-611-5533,0.95,49076,[],"22.7545970038,120.31153300769",丹丹漢堡(橋頭店)
126,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.6,0.6,03-526-9601,0.75,32704,"[""09:00~22:00""]","24.80206601031,120.97100701339",Mister Donut 統一多拿滋(新竹店)
378,"[""鍋類"",""薑母鴨""]",0.3,0.25,02-2827-5491,0.8,27423,"[""12:00~02:00"",""00:00~02:00""]","25.11475301561,121.51579301222",霸王紅面碳燒薑母鴨總舖
87,"[""中式料理"",""麵食點心""]",0.5,0.5,02-2707-6763,0.9,50308,[],"25.03159200916,121.55222300356999",阿慶餛飩乾麵(原：阿婆乾麵)
295,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.9,0.9,02-2389-0146,0.9,27373,"[""07:00~21:30""]","25.04296501175,121.50556800660999",多柏思麵包
20,"[""烘焙、甜點、零食"",""休閒零食""]",0.85,0.75,,0.6,588374,[],"25.0242070139,121.4707880128",粉味車輪餅專賣
196,"[""其他美食"",""其他美食""]",0.55,0.6,02-2523-9456,0.5,190309,"[""09:30~22:00""]","25.0598170056,121.53200300118",州啟文創x藝文音樂展演空間
69,"[""早餐"",""其他類型早餐""]",0.6,0.7,,0.75,439986,[],"24.077665013369998,120.54181401165",金豆漿
73,"[""早餐"",""其他類型早餐""]",0.55,0.5,04-2220-6225,0.75,610444,"[""06:00~15:00""]","24.145926014649998,120.67052301764001",美味廚房
58,"[""小吃"",""其他小吃""]",0.75,0.7,03-402-0112,0.75,53963,"[""11:00~22:30""]","24.95175201922,121.21097501939",南台灣土魠魚羹(平鎮育達店)
207,"[""中式料理"",""熱炒、快炒""]",0.5,0.4,049-276-2051,0.7,110705,"[""17:00~21:00"",""11:00~14:00""]","23.827039013929998,120.7838810049",南軒99炒翻天
20,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.5,0.5,07-661-8111,0.85,51927,[],"22.87823200141,120.49225801544",旗山糖廠
382,"[""烘焙、甜點、零食"",""休閒零食""]",0.65,0.65,05-228-0221,0.75,65218,"[""09:00~22:00""]","23.4808960189,120.45209900174001",恩典方塊酥
219,"[""冰品、飲料、甜湯"",""果汁""]",0.75,0.85,02-2741-7579,0.75,31265,[],"25.04814701682,121.5402490063",集客天長地久人間茶館(長安一店)
220,"[""小吃"",""其他小吃""]",0.4,0.4,02-2936-2172,0.7,83714,"[""11:30~20:30""]","24.988897627909825,121.56367779233076",誠鵝肉
40,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.45,0.35,,0.65,65858,[],"25.04049472963825,121.45514490112215",紅豆媽媽
53,"[""小吃"",""其他小吃""]",0.7,0.65,0921-427-171,0.75,67167,[],"25.09107500238,121.55983450523999",韓式辣炒年糕
70,"[""小吃"",""其他小吃""]",0.5,0.45,02-299-4093,0.7,113932,[],"25.03420100275,121.45280700451",古早味鹹圓仔湯
258,"[""鍋類"",""其他鍋類""]",0.7,0.65,02-2425-9538,0.9,74536,[],"25.12731901628,121.74781001115",湯之城 輕食火鍋
120,"[""鍋類"",""其他鍋類""]",0.7,0.6,03-492-8787,0.85,71029,"[""11:00~23:00""]","24.95055697544,121.21239998193",麻豆子健康湯鍋(育英店)
56,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.7,0918-117-386,0.85,630150,"[""13:30~19:00""]","25.049496009850003,121.47028700796",恬甜紅豆餅
142,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.95,0913-916-875,0.7,627444,[],"22.83741400696,121.18678300368",小魚兒的家咖啡坊
57,"[""小吃"",""其他小吃""]",0.45,0.5,02-2496-9945,0.55,56267,[],"25.10843501468,121.84394401504",阿英紅糟肉圓
72,"[""小吃"",""其他小吃""]",0.5,0.5,02-2895-1383,0.9,103449,[],"25.131835011059998,121.50200801938",芳芳江蘇水餃
84,"[""小吃"",""其他小吃""]",0.6,0.45,04-2451-5531,0.7,14510,[],"24.16831001614,120.64169900988",中藥當歸土虱
336,"[""亞洲料理"",""韓式料理""]",0.5,0.5,02-2704-4895,0.65,54102,[],"25.03695801308,121.54700700696999",多爾韓式料理專賣店
543,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.7,0.7,03-532-1640,0.6,1680,[],"24.813121001339997,120.96779700437",卡巴尼那
292,"[""中式料理"",""台菜餐廳""]",0.6,0.5,03-411-1003,0.75,63254,[],"24.858375010779998,121.25065300837",小橋流水活魚餐廳
190,"[""異國料理"",""其他異國料理""]",0.45,0.5,,0.5,116365,[],"25.047924012409997,121.51708101572001",塔美爾尼泊爾咖哩
112,"[""亞洲料理"",""韓式料理""]",0.6,0.55,02-2517-0409,0.7,118026,"[""16:30~21:00"",""11:00~15:00""]","25.05624300811,121.54158000867",福生園(原飯館兒)
444,"[""小吃"",""其他小吃""]",0.65,0.5,,0.9,62926,[],"23.100519017529997,121.38051901258001",美玲海鮮
267,"[""中式料理"",""四川菜""]",0.65,0.5,03-574-8688,0.6,1748,"[""17:00~21:00"",""11:00~14:00""]","24.80284400354,120.99346700446",八分飽餐廳(新竹店)
41,"[""小吃"",""其他小吃""]",0.75,0.5,,0.8,115650,[],"24.18214801437,120.64514201103",吉蜂蒸餃(逢甲店)
229,"[""異國料理"",""義式料理""]",0.5,0.5,02-2288-611,0.5,150981,"[""20:00~02:00"",""00:00~02:00""]","22.99482001782,120.19942500022",鑽石樓
98,"[""中式料理"",""麵食點心""]",0.5,0.45,07-801-3012,0.9,119669,"[""16:00~20:30"",""10:00~14:00""]","22.568944003419997,120.36275701115",青島正品齋餃子宴
107,"[""主題特色餐廳"",""食補藥膳餐廳""]",0.4,0.4,02-2828-6810,0.55,32024,"[""17:00~01:00"",""11:30~15:00""]","25.116786918600003,121.51693500078",台G店養生藥膳(石牌分店)
493,"[""亞洲料理"",""泰式料理""]",0.75,0.7,03-658-0199,0.7,31685,"[""17:00~22:00"",""11:00~14:00""]","24.81825800052,121.02122101569",瑪哈泰泰式主題餐廳
313,"[""亞洲料理"",""泰式料理""]",0.75,0.5,06-236-6358,0.65,148071,"[""17:00~21:30"",""11:00~14:00""]","22.99209900424,120.22699000845",小金魚泰式小館
49,"[""小吃"",""其他小吃""]",0.85,0.5,0920-338-312,0.95,978046,[],"22.67257150859,120.48365110705001",屏東郭家碗粿
248,"[""鍋類"",""其他鍋類""]",0.75,0.75,06-299-6535,0.75,1005756,[],"22.99687100388,120.18193971789",松大沙茶爐(慶平店)
152,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.9,04-775-6000,0.75,1004650,"[""08:00~21:00""]","24.05201491556,120.43621481214002",日安巴黎
128,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.85,0.85,03-657-3058,0.85,974344,[],"24.83054211834,121.01786230602",烘焙密碼Bak Code
72,"[""早餐"",""其他類型早餐""]",0.65,0.65,0933-578-912,0.65,946532,[],"23.70409401137,120.53426100370001",逸曲吃吧
154,"[""中式料理"",""其它中式料理""]",0.9,0.9,03-482-2222,0.9,1031784,[],"24.9129248122,121.17650191648",甕仔麵瓦罐煨湯館
500,"[""中式料理"",""台菜餐廳""]",0.5,0.5,,0.95,42710,[],"24.56896901498,120.82433500297",中央飯店
140,"[""咖啡、簡餐、茶"",""複合式""]",0.85,0.85,03-955-8108,0.85,920688,"[""09:30~19:30""]","24.67814701822,121.76706111048",58cafe 咖啡輕食早午餐
0,"[""主題特色餐廳"",""景觀餐廳""]",0.85,0.85,08-790-2655,0.95,607932,[],"22.751073416729998,120.72776891416",冒煙屋
212,"[""早餐"",""西式早餐""]",0.85,0.85,03-331-1298,0.85,942012,"[""08:00~16:00""]","24.9936560073,121.31478700530002",凱斯廚房
390,"[""日式料理"",""其他日式料理""]",0.7,0.85,07-221-6780,0.85,1062598,[],"22.62039361273,120.30021361994001",新世界日式串炸屋
678,"[""鍋類"",""麻辣火鍋""]",0.75,0.5,02-2558-8131,0.75,984928,"[""00:00~02:00"",""11:30~02:00""]","25.05258351913,121.51998230059999",馬辣頂級麻辣鴛鴦火鍋(中山店)
118,"[""小吃"",""肉圓""]",0.6,0.5,05-347-0202,0.55,941210,[],"23.37961400449,120.15448701998002",黑皮酥皮肉圓專賣店
63,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.75,03-371-0889,0.75,68163,[],"24.98488600576,121.31321400894001",Garlic 大蒜麵包
