tel,name,tasteRate,serviceRate,environmentRate,hours,address,avgCost,rid,classify
0989-891-116,飄飄餅乾,0.0,0.0,0.0,18:00~22:00,"22.665888293895343,120.30309195211488",0,1106306,"烘焙、甜點、零食,西點烘焙、麵包"
0908-282-579,A-Point Express 101 都會慢食,0.75,0.75,0.7,11:00~22:00,"25.033854553391492,121.56427201957399",0,1180865,"異國料理,墨西哥料理"
02-2358-1058,Trio café 三重奏,0.75,0.7,0.7,,"25.04385700552,121.52881501302",491,107909,"咖啡、簡餐、茶,咖啡專賣"
02-8501-2797,撒子咖啡甜點店,0.9,0.9,0.9,11:30~20:30,"25.083424224111184,121.55311976488723",317,1024686,"烘焙、甜點、零食,西點烘焙、麵包"
02-8771-4163,La Famiglia 喬利堤羅馬料理,0.85,0.65,0.75,12:00~24:00,"25.04312301034,121.55169001741",829,22204,"異國料理,其他異國料理"
0955-572-506,阿男麻油雞,0.85,0.8,0.35,17:00~23:00,"25.02878200269,121.50648500666",88,49041,"主題特色餐廳,食補藥膳餐廳"
07-3388-722,235巷Pasts義大利麵(新光店),0.8,0.8,0.7,11:30~21:00,"22.61441700857,120.30778401936",183,36015,"異國料理,義式料理"
,草圖自家烘焙咖啡館(原草圖設計藝文咖啡館),0.9,0.75,0.7,"11:30~18:00,11:30~21:00","22.629629017350002,120.29771100738",209,95636,"咖啡、簡餐、茶,複合式"
02-2881-9692,百八魚場(士林店),0.65,0.55,0.55,11:30~21:30,"25.09439301297,121.52491301732",211,89247,"日式料理,綜合日式料理"
04-2407-6681,品心港式飲茶,0.65,0.65,0.6,,"24.10497700303,120.68076100884001",300,84176,"中式料理,粵菜 港式飲茶"
04-2701-9808,撈五鍋(黎明店),0.7,0.75,0.75,"00:00~01:00,17:30~01:00","24.18672101688,120.64011200323",175,585965,"燒烤類,炭烤串燒"
04-2225-9301,就醬拌精緻醬拌麵,0.75,0.75,0.65,11:00~22:00,"24.14872401694,120.68590001932",55,46624,"中式料理,麵食點心"
0972-377-679,怒烤雞排,0.7,0.7,0.6,17:00~23:00,"24.18043440181,120.64519850681",60,1040074,"燒烤類,炭烤串燒"
02-2496-0833,阿妹茶酒館,0.55,0.7,0.95,08:30~14:30,"25.10896900737,121.84356301522",306,19268,"冰品、飲料、甜湯,果汁"
06-211-1555,台灣茶奶茶(無),0.85,0.75,0.6,11:00~22:00,"22.990235013929997,120.21163800747",228,46738,"烘焙、甜點、零食,西點烘焙、麵包"
0985-357-018,黑澤屋壽喜燒涮涮鍋,0.55,0.55,0.35,,"22.620789001019997,120.29886301047",242,91878,"鍋類,涮涮鍋"
,HELLO KITTY 呷茶 Chat Day,0.65,0.8,0.95,,"22.98864200867,120.20772400771",319,1073746,"咖啡、簡餐、茶,茶專賣"
03-956-6629,朝日吐司部,0.8,0.7,0.75,07:30~15:00,"24.676854600219997,121.76647261996",96,987520,"早餐,其他類型早餐"
05-225-9359,阿岸米糕,0.75,0.7,0.65,,"23.476200005179997,120.45108601616",61,37857,"小吃,其他小吃"
02-2771-1007,森林餐廳 FOREST restaurant,0.6,0.55,0.6,12:00~22:00,"25.04074921457,121.55323030356999",352,998526,"異國料理,義式料理"
02-2937-6800,貓茶町,0.85,0.85,0.75,,"24.98571600997,121.56766800015",234,587744,"烘焙、甜點、零食,西點烘焙、麵包"
03-339-1213,陶板屋和風創作料理(三民店),0.85,0.9,0.85,"17:30~22:00,11:30~14:30","24.99057901332,121.30653400739",505,29975,"日式料理,綜合日式料理"
,全興大腸蚵仔麵線,0.8,0.55,0.45,,"25.05960600229,121.43172800038",52,35198,"小吃,麵線"
06-221-5033,醇涎坊鍋燒意麵,0.9,0.75,0.5,07:00~20:00,"22.990284001139997,120.19642101919",58,10895,"中式料理,麵食點心"
03-950-2534,來來牛排館,0.7,0.75,0.8,,"24.67341520016,121.80777910483006",254,944116,"異國料理,美式料理"
02-2559-4217,柯芬園咖啡館,0.8,0.75,0.8,12:00~22:00,"25.05171700479,121.52016601043",263,4292,"咖啡、簡餐、茶,咖啡專賣"
02-8772-1821,1861,0.85,0.8,0.85,12:00~22:00,"25.05120821283,121.54191391097005",542,1112675,"異國料理,其他異國料理"
04-2303-1234,IN Restaurant異料理,0.65,0.75,0.85,"18:00~21:30,11:30~14:00,06:30~10:00","24.14993600755,120.66511200016",699,29956,"咖啡、簡餐、茶,複合式"
02-2339-7387,林家乾麵店,0.75,0.6,0.5,,"25.03021001056,121.51415800695999",77,23088,"中式料理,麵食點心"
02-2929-0102,五餅二魚,0.8,0.7,0.7,,"25.0019650146,121.51079801009999",245,49135,"異國料理,美式料理"
02-2567-6702,Choc for you,0.85,0.85,0.85,,"25.05437501459,121.52192951562999",262,1102724,"烘焙、甜點、零食,甜點專賣"
,品川精緻鍋物,0.85,0.8,0.75,,"25.01628701827,121.45432901224",517,1057338,"鍋類,涮涮鍋"
02-2381-4016,千暉鵝肉店,0.9,0.55,0.5,,"25.04329001814,121.50695001736",103,51596,"中式料理,台菜餐廳"
02-2521-7232,德滿芬專門店Der Muffin Man,0.85,0.75,0.8,07:00~18:00,"25.057825603650002,121.5322989046",200,1076722,"烘焙、甜點、零食,西點烘焙、麵包"
02-8789-2663,30 Thirty 老酒館,0.8,0.75,0.8,,"25.03967551589,121.56244601163999",765,1001710,"異國料理,義式料理"
02-2623-8780,彩日式拉麵專賣店,0.9,0.65,0.55,11:30~19:00,"25.16888810731,121.44601791872002",127,119000,"日式料理,日式麵食專賣"
02-2244-7898,對味The Taste,0.8,0.75,0.9,,"24.9979325155,121.50241150277999",329,1052484,"異國料理,義式料理"
02-2610-4560,亞米小鎮(八里店),0.8,0.75,0.85,11:00~10:00,"25.16041100561,121.42942700918",484,79043,"異國料理,美式料理"
02-2175-3608,MÖVENPICK 莫凡彼歐風餐廳(美麗華百樂園),0.75,0.6,0.7,,"25.083576013080002,121.55709900826",372,73495,"異國料理,義式料理"
02-8076-3598,Amo Cafe 阿默咖啡蛋糕,0.8,0.85,0.9,09:00~19:30,"24.96464101146,121.43836800711999",225,150701,"咖啡、簡餐、茶,咖啡專賣"
06-209-9063,雄雄食社,0.75,0.7,0.85,,"22.99826701299,120.23187700046",173,83735,"烘焙、甜點、零食,西點烘焙、麵包"
02-2577-5881,八田頂級帝王蟹鍋物燒烤吃到飽(市民店),0.9,0.9,0.85,"11:00~15:00,17:00~24:00","25.0448525,121.5512062",0,1165268,"燒烤類,炭烤串燒"
04-2259-8957,元也 Café&Meal,0.7,0.65,0.85,08:00~21:30,"24.164951617139998,120.6346075194",287,586413,"咖啡、簡餐、茶,複合式"
0975-162-570,Nakano,0.85,0.7,0.75,"13:00~20:30,13:00~19:00","25.01429600082,121.3027780021",382,114008,"烘焙、甜點、零食,西點烘焙、麵包"
02-2356-8885,高大師牛肉麵,0.8,0.8,0.8,09:00~18:00,"25.02735690114,121.52692861203",0,1068348,"中式料理,麵食點心"
03-336-0663,舒果新米蘭蔬食(桃園大同店),0.75,0.85,0.75,"17:30~22:00,11:30~14:30","24.990262009000002,121.31496600743",424,96948,"異國料理,其他異國料理"
0955-163-144,茶咖控輕食咖啡館,0.8,0.85,0.85,09:00~21:00,"25.11863831562,121.50671210644",0,1136840,"咖啡、簡餐、茶,複合式"
04-2233-8299,Overture序曲,0.9,0.9,0.9,13:30~20:00,"24.16408501027,120.68928850736",321,1063590,"烘焙、甜點、零食,西點烘焙、麵包"
07-793-3633,聚北海道昆布鍋(高雄大魯閣草衙道店),0.85,0.95,0.85,11:00~22:00,"22.581316712049997,120.32912210333001",350,1077642,"鍋類,涮涮鍋"
04-833-4999,Double2 双双Café(員林店),0.95,0.75,0.75,11:00~24:00,"23.95840900036,120.57267701473",313,929192,"咖啡、簡餐、茶,複合式"
02-2775-4611,土三寒六讚岐烏龍麵(三店),0.9,0.75,0.75,,"25.04249271322,121.5426647022",277,582839,"日式料理,日式麵食專賣"
02-2888-1959,海友十全排骨,0.85,0.6,0.5,"00:00~01:00,14:00~01:00","25.0896620009,121.52529900828",92,16114,"小吃,其他小吃"
02-2721-6997,ABV% 加勒比海 精釀啤酒餐廳,0.85,0.9,0.85,,"25.04044811352,121.55358290167999",468,1075516,"異國料理,美式料理"
06-214-8381,1004 Brunch 早午餐,0.8,0.8,0.8,,"22.981846108979997,120.20183930687",195,1016436,"咖啡、簡餐、茶,複合式"
02-2175-3040,HOJA,0.55,0.6,0.6,"11:00~14:30,17:00~21:30","25.0834300016,121.55694900021",327,36847,"中式料理,上海菜(江浙菜)"
02-2314-7678,翰林茶館(微風台北車站),0.65,0.75,0.7,,"25.047924000339997,121.51708100456",257,64610,"中式料理,其它中式料理"
07-556-8882,CLOUDY CUPCAKE 克勞蒂杯子蛋糕(高雄明華店),0.75,0.7,0.75,10:30~21:30,"22.662785809090003,120.3042054",253,1016226,"異國料理,義式料理"
049-233-6783,方愫馨草屯手工麻糬,0.85,0.7,0.6,05:30~20:00,"23.97822600077,120.68278800347001",93,44007,"烘焙、甜點、零食,休閒零食"
02-2311-1658,Burger Talks 淘客美式漢堡(台北誠品捷運M區),0.85,0.85,0.65,07:00~22:30,"25.0463087043,121.51787840992",102,990156,"速食料理,漢堡、炸雞"
,石蓮園火車廂餐廳,0.65,0.55,0.75,,"24.56104500222,120.70314000618",313,42422,"主題特色餐廳,懷舊主題"
03-955-8281,好好Kaffe,0.65,0.75,0.8,,"24.67255301654,121.76527501098",290,979116,"早餐,西式早餐"
07-288-8202,舊振南餅舖(高雄總店),0.85,0.75,0.7,09:00~22:00,"22.6304850008,120.29883801819",375,28888,"烘焙、甜點、零食,西點烘焙、麵包"
02-2543-1313,林記順發冷壓油品(台北店),0.9,0.8,0.95,11:00~20:00,"25.04876641301,121.52085030092",0,137741,"烘焙、甜點、零食,休閒零食"
02-2752-9777,鮓一郎 めし、酒処,0.75,0.55,0.6,"18:00~24:00,11:30~14:00","25.04339501786,121.55329901383",719,120207,"日式料理,其他日式料理"
0935-633-673,巷仔內米粉湯,0.9,0.8,0.5,18:00~24:00,"24.989921120084077,121.54133893660072",61,35155,"小吃,其他小吃"
04-775-2953,榕樹下阿婆豆花,0.75,0.75,0.6,,"24.05382601609,120.43278201777001",28,44142,"冰品、飲料、甜湯,剉冰、豆花"
02-2506-3306,厚子洋食,0.8,0.5,0.6,,"25.05363700057,121.53528000534",254,155695,"日式料理,綜合日式料理"
02-2553-6470,佳興魚丸(總店),0.85,0.6,0.55,09:00~19:00,"25.05928001598,121.51075001021",85,27533,"中式料理,其它中式料理"
02-3393-2018,生活在他方,0.85,0.7,0.75,,"25.030489016729998,121.52061281851998",225,995052,"咖啡、簡餐、茶,咖啡專賣"
02-2773-3330,豚一族-豚骨拉麵専門店,0.65,0.7,0.65,,"25.04084610116,121.56539641606005",274,681192,"日式料理,日式麵食專賣"
02-2362-3271,雙魚坊(師大店),0.75,0.6,0.75,"11:00~03:00,00:00~05:00","25.022860193767432,121.52881673008005",238,4190,"咖啡、簡餐、茶,咖啡專賣"
,台灣雷夢(台北店),0.8,0.85,0.75,,"25.04345981981,121.54359040478",68,1073334,"咖啡、簡餐、茶,茶專賣"
07-556-9712,TASTy 西堤牛排(富國店),0.7,0.85,0.7,"17:30~22:00,11:30~14:30","22.665106019750002,120.30710001557",538,50792,"異國料理,美式料理"
07-556-9856,大八飯店(博愛店),0.65,0.7,0.7,11:00~21:30,"22.665974002629998,120.30358500027",486,29155,"咖啡、簡餐、茶,複合式"
03-525-2521,橋下 Restaurant,0.8,0.75,0.75,,"24.7979200017,120.9635390079",390,618614,"主題特色餐廳,酒吧 Lounge Bar"
02-2706-1256,忠南飯館,0.7,0.6,0.55,"17:00~22:00,11:00~14:00","25.037569018120003,121.53903501677",248,7977,"中式料理,上海菜(江浙菜)"
02-2736-0887,Tavern D,0.9,0.9,0.9,"17:00~22:00,12:00~15:00","25.03133166070824,121.55959803455875",0,1052550,"異國料理,義式料理"
02-2664-4525,顏藝德興/歐里蔬房(原：顏藝德興兜福工廠),0.75,0.65,0.7,10:00~20:00,"25.001836007050002,121.61497501025",34,46249,"冰品、飲料、甜湯,冰淇淋"
04-2229-1278,寧記麻辣鴛鴦火鍋(台中民權店),0.75,0.65,0.55,"11:30~01:30,11:30~14:30","24.137297019880002,120.68098900500999",262,46511,"鍋類,麻辣火鍋"
04-2254-9919,泰過熱時尚泰式料理 BANGKOKJAM(台中旗艦店),0.7,0.75,0.85,"15:30~22:00,11:30~14:30","24.159354206459998,120.64750941177",462,132159,"亞洲料理,泰式料理"
02-2749-5225,Fujin Tree 353 Cafe by simple kaffa,0.8,0.7,0.8,11:30~20:30,"25.060663905680002,121.55787901669996",307,932492,"咖啡、簡餐、茶,咖啡專賣"
07-812-7996,品中信茶樓,0.65,0.7,0.75,,"22.59574200246,120.30733500775",462,95301,"中式料理,粵菜 港式飲茶"
06-300-6789,錦霞樓,0.85,0.9,0.9,"11:00~14:30,17:00~21:30","22.98988371108,120.23359180619",1025,1002830,"中式料理,台菜餐廳"
03-587-2076,關西臭豆腐,0.65,0.65,0.4,,"24.796877743386823,121.17489050505496",40,47332,"小吃,其他小吃"
02-2638-0888,劉家肉粽(石門富基店),0.65,0.65,0.7,09:00~20:00,"25.28776100618,121.53215701799",92,79470,"中式料理,麵食點心"
03-337-0888,桃園翰品酒店-Ça Va西餐廳,0.85,0.85,0.9,,"24.992545911689998,121.31354400388999",736,596362,"buffet自助餐,複合式"
06-263-5398,是吉祥精緻火鍋館,0.85,0.7,0.7,,"22.97796701554,120.18635200084",167,30863,"鍋類,其他鍋類"
03-478-4623,大楊梅鵝莊(楊梅總店),0.75,0.75,0.75,"17:00~21:00,11:00~14:00","24.91085600848,121.14668000444",328,26454,"中式料理,客家菜"
04-2683-3688,星月之星景觀餐廳,0.6,0.75,0.85,11:30~22:00,"24.32513411768,120.70136861092003",429,943846,"主題特色餐廳,景觀餐廳"
02-2571-2997,Miracle Art space米洛克,0.75,0.7,0.9,"11:00~20:00,11:00~21:30","25.05108101192,121.52196300797",381,79916,"小吃,其他小吃"
02-2951-3089,Afternoon Tea(遠百板橋門市),0.8,0.75,0.85,,"25.01351301075,121.46649701877",310,119279,"咖啡、簡餐、茶,咖啡專賣"
,烤肉之家,0.8,0.65,0.45,,"22.630964341807708,120.29582900154652",112,36137,"小吃,其他小吃"
02-2363-6092,橫濱蛋包飯,0.65,0.5,0.45,11:00~14:00,"25.022291004299998,121.5267880083",117,28048,"日式料理,其他日式料理"
02-2428-5589,吳記螃蟹羹(基隆廟口5攤),0.8,0.55,0.5,"11:00~02:00,00:00~02:00","25.12853701007,121.74327900808",56,43860,"小吃,其他小吃"
0912-892-568,urara閣樓上的鹹點店,0.8,0.8,0.85,,"24.147604019160003,120.66234000746",228,835978,"咖啡、簡餐、茶,複合式"
02-2579-0087,Kevin主廚乳酪塔專賣店,0.8,0.75,0.55,08:00~22:30,"25.04646301882,121.55343200008",222,37606,"烘焙、甜點、零食,西點烘焙、麵包"
04-2321-2910,福將拉麵,0.65,0.7,0.7,,"24.152669219209997,120.65833070954",155,983910,"日式料理,日式麵食專賣"
07-970-3588,Cold Stone酷聖石頂級冰淇淋(高雄夢時代),0.75,0.8,0.7,11:00~22:00,"22.595742003010002,120.30733501691999",155,42107,"冰品、飲料、甜湯,冰淇淋"
04-3602-8838,Chili's Grill & Bar 美式休閒餐廳(台中店),0.75,0.8,0.7,"11:00~22:30,11:00~22:00","24.164082608650002,120.63812761828996",678,108401,"異國料理,美式料理"
07-3383-528,天仁喫茶趣(大遠百店),0.8,0.8,0.8,11:00~22:00,"22.61307301535,120.30395101712",367,31603,"主題特色餐廳,其它主題餐廳"
02-2363-3237,巴黎米咖啡 Cafe 8mm,0.75,0.7,0.75,"00:00~01:30,14:30~01:30","25.02013700777,121.53358400905",215,578642,"咖啡、簡餐、茶,咖啡專賣"
0935-545-005,牛媽媽控肉飯,0.85,0.55,0.5,,"25.056526531159626,121.51557285481388",91,47908,"小吃,其他小吃"
02-2796-7559,鴻疆石,0.85,0.75,0.7,18:00~23:00,"25.02844001821,121.5297580184",347,10252,"異國料理,其他異國料理"
02-2497-9898,艾妮西點烘焙Annie Bakery(猴硐店),0.85,0.9,0.85,10:00~18:00,"25.08684871016,121.82757081524001",0,1120526,"烘焙、甜點、零食,西點烘焙、麵包"
07-223-9762,阿杜皇家泰式料理(高雄店),0.85,0.8,0.8,"11:00~15:00,16:30~22:00,10:30~22:00","22.63063841143,120.31801921380999",501,620902,"亞洲料理,泰式料理"
02-2723-7823,Chop Chop 恰恰食堂親子餐廳,0.75,0.9,0.8,,"25.04084611235,121.56539641178",393,1017576,"異國料理,其他異國料理"
07-557-7676,口福黑輪,0.8,0.6,0.55,,"22.66468300316,120.30461700602",111,46063,"小吃,其他小吃"
04-777-5825,LIGHT CAFE拿緹咖啡,0.85,0.9,0.75,07:00~22:00,"24.055558003810003,120.43265100608001",82,2091,"咖啡、簡餐、茶,咖啡專賣"
02-2659-3918,MiaCucina 義式蔬食料理,0.8,0.7,0.75,,"25.079755304699997,121.56749551181996",442,636562,"異國料理,義式料理"
,銀座杏子日式豬排(統一夢時代購物中心),0.8,0.75,0.8,,"22.59574190797,120.30733541319",388,974068,"日式料理,日式豬排專賣"
02-2557-0394,詹記雞腳翅,0.75,0.6,0.4,19:00~24:00,"25.05714544931246,121.5157453447518",94,35986,"小吃,其他小吃"
02-2406-2446,護理長的店,0.8,0.65,0.5,09:00~21:00,"25.10856300715,121.84469401786001",89,46363,"小吃,滷味"
06-222-3053,ici cafe,0.8,0.75,0.9,09:00~16:00,"23.00114500135,120.19575401271996",228,941586,"咖啡、簡餐、茶,複合式"
02-2723-7000,莫爾頓牛排館 Morton's The Steakhouse,0.8,0.8,0.95,,"25.04090790226,121.56700910427001",3201,1049080,"異國料理,美式料理"
02-2656-2306,BESO cafe(原：bebe cafe 咖啡),0.7,0.65,0.8,11:30~21:00,"25.08220890004,121.58100800458",237,121123,"咖啡、簡餐、茶,咖啡專賣"
02-2904-7868,陶花園,0.75,0.55,0.5,,"25.03274000796,121.43301100363999",165,119672,"中式料理,其它中式料理"
02-2777-3696,唯豐肉鬆(忠孝店),0.85,0.75,0.8,09:00~22:00,"25.042640015609997,121.55316600466",1230,86948,"烘焙、甜點、零食,休閒零食"
,老樣子 法式薄餅,0.75,0.85,0.7,13:00~22:00,"22.996341101379997,120.20672701875",81,735446,"烘焙、甜點、零食,西點烘焙、麵包"
03-524-6263,飛龍肉圓,0.7,0.55,0.45,09:30~17:00,"24.80174301531,120.96370501569001",53,31802,"小吃,其他小吃"
02-2928-5150,潮味決-個人式干鍋與砂鍋粥(永和永貞店),0.5,0.5,0.75,11:30~21:30,"25.004284,121.518855",157,1166927,"鍋類,其他鍋類"
04-2302-2202,北平烤鴨,0.8,0.55,0.4,10:00~19:00,"24.14890201334,120.66155601278001",205,40678,"中式料理,北京菜"
,布達佩斯冰淇淋,0.85,0.8,0.75,,"24.2268605109,120.64819910507",131,1030458,"冰品、飲料、甜湯,冰淇淋"
07-555-5475,Cudome Restaurant 圓頂餐廳,0.85,0.9,1.0,"17:30~21:30,11:30~14:00","22.65247215676844,120.28767388308647",1375,953144,"異國料理,法式料理"
04-2326-3388,夏蒙法式小館,0.8,0.75,0.8,"17:30~21:30,11:30~14:30","24.15322670515,120.65669191248",1557,591302,"異國料理,法式料理"
02-2956-1318,牛角日式炭火燒肉(板橋店),0.75,0.6,0.7,11:00~22:00,"25.01104000687,121.46442301514999",707,152441,"燒烤類,炭烤串燒"
04-2238-9822,石二鍋(漢口崇德店),0.8,0.85,0.65,"11:30~15:00,11:30~23:00,17:30~23:00","24.16709901899,120.68483901677",199,65754,"鍋類,石頭火鍋"
02-2361-0989,大心新泰式麵食(台北微風車站店),0.75,0.75,0.7,,"25.04792391462,121.51708100581996",268,1004616,"亞洲料理,泰式料理"
02-7726-6277,Check Café,0.75,0.75,0.75,08:00~17:30,"25.05936800793,121.53344901249001",244,935458,"異國料理,美式料理"
02-2592-7178,日本廣島お好み焼き 廣島燒專賣店,0.65,0.6,0.6,"11:00~14:00,17:00~21:30","25.06354101618,121.52095200465",275,38067,"日式料理,其他日式料理"
06-293-2888,臺邦商旅-帕莎西餐廳,0.85,0.9,0.85,06:30~21:30,"22.98889600754,120.18440801367001",506,11392,"異國料理,法式料理"
02-2422-6857,沈記泡泡冰,0.7,0.6,0.5,"00:00~01:00,10:30~01:00","25.12816900305,121.74332900984",50,28184,"冰品、飲料、甜湯,冰淇淋"
06-281-6453,鴻源金好吃牛肉麵(原：上好吃牛肉麵),0.75,0.65,0.7,"00:00~02:30,10:00~02:30","23.013560921791978,120.21183753534568",95,10885,"中式料理,麵食點心"
089-328-888,寶桑湯圓,0.65,0.45,0.4,"00:00~00:00,15:30~00:00","22.75266501674,121.15127100279999",42,33338,"冰品、飲料、甜湯,飲料專賣店"
,開丼 燒肉vs丼飯(台中新光店),0.85,0.7,0.6,11:00~22:00,"24.1652572,120.6437083",308,1167263,"日式料理,綜合日式料理"
02-2952-3852,103 Kitchen,0.75,0.8,0.85,08:00~22:00,"25.01249100105,121.4752030199",215,142561,"異國料理,美式料理"
037-327-803,江技舊記專業餛飩,0.85,0.7,0.65,,"24.552147008410003,120.81729500808",64,151617,"小吃,其他小吃"
07-780-9569,樂意義大利餐廳,0.65,0.65,0.65,"17:00~21:00,11:00~15:00","22.64608780562,120.34689001424",0,1074732,"異國料理,義式料理"
07-286-2558,鼎王麻辣鍋(七賢店),0.75,0.95,0.85,"00:00~07:00,11:00~07:00","22.633189466783627,120.29644644929508",499,12572,"鍋類,麻辣火鍋"
02-2672-5882,台灣磚窯雞三峽,0.85,0.65,0.75,11:00~21:00,"24.917251019200002,121.36664300508",460,96756,"主題特色餐廳,其它主題餐廳"
02-2758-6512,THE WHO 框影咖啡,0.8,0.9,0.85,11:00~21:00,"25.030138002450002,121.56161201254997",264,627822,"咖啡、簡餐、茶,咖啡專賣"
02-2500-6850,洪師父牛肉麵(建北門市),0.8,0.7,0.65,11:00~23:00,"25.05498500933,121.53644501831",188,22357,"中式料理,麵食點心"
02-2433-1422,榮生魚片海鮮,0.8,0.45,0.35,12:00~23:00,"25.127233115590002,121.73778100747005",432,113498,"中式料理,海鮮餐廳"
07-348-4723,612號月光海洋咖啡館,0.75,0.8,0.95,11:00~22:00,"22.66184501902,120.31222301511",211,42369,"咖啡、簡餐、茶,咖啡專賣"
02-2322-5573,VVG Thinking 好樣思維,0.7,0.7,0.95,12:00~21:00,"25.044819834282208,121.52730228336075",700,591504,"異國料理,其他異國料理"
02-2273-9966,彼得公雞地中海料理,0.75,0.75,0.85,"11:30~15:00,17:30~22:00","24.98659901033,121.44990000347",394,35385,"異國料理,其他異國料理"
07-350-6857,瑪莉桃桃親子餐廳(原Baby Coffee 瑪莉桃桃),0.85,0.9,0.95,11:00~21:00,"22.66127399779437,120.31412820450248",237,993674,"主題特色餐廳,其它主題餐廳"
03-657-0648,夏慕尼新香榭鐵板燒(竹北光明店),0.75,0.9,0.9,"17:30~22:00,11:30~14:30","24.83027840676,121.01723410793",1047,48877,"燒烤類,鐵板燒"
02-8985-7538,燒肉眾(三重自強店),0.8,0.9,0.75,17:00~23:00,"25.067505402480002,121.49292531988999",700,1016348,"燒烤類,日式燒肉"
0932-742-401,老李排骨酥湯,0.85,0.7,0.5,11:00~22:00,"22.628962004032026,120.30241290406519",77,28003,"小吃,其他小吃"
02-8773-8898,玉喜飯店,0.65,0.6,0.6,"17:30~21:00,11:30~14:30","25.04170100448,121.55471400835",318,39487,"中式料理,粵菜 港式飲茶"
0983-406-446,小確幸串燒居酒屋(板橋店),0.8,0.75,0.7,,"25.00534911783,121.4556736122",567,1013272,"日式料理,居酒屋"
04-2531-4368,東喜堂,0.75,0.6,0.75,11:00~22:00,"24.21737201497,120.68255400272",273,84875,"主題特色餐廳,其它主題餐廳"
07-222-6565,ibeef愛牛客炭烤牛排館,0.9,0.9,0.85,"17:30~21:00,11:30~14:30","22.62646401284,120.311567016",740,1055824,"異國料理,美式料理"
04-2528-4382,廟東清蒸蝦仁肉圓(原：5路清蒸蝦仁肉圓),0.8,0.6,0.45,,"24.251151353548508,120.71931839289257",55,81467,"小吃,其他小吃"
04-2452-0438,台灣雷夢,0.8,0.85,0.8,11:30~21:30,"24.172765015499998,120.64638001623",67,1057684,"冰品、飲料、甜湯,果汁"
02-2537-1629,紅翻天生猛海鮮,0.8,0.55,0.6,"00:00~01:30,17:00~01:30","25.0611290013,121.53044400324",352,45986,"中式料理,熱炒、快炒"
02-2541-7977,秋吉串燒(台北本店),0.8,0.7,0.75,"17:30~01:00,11:30~14:00","25.06193001629,121.52548701729",708,46358,"燒烤類,炭烤串燒"
03-521-8228,新橋燒肉屋(府後店),0.85,0.75,0.7,,"24.80522801973,120.97040500729",543,47356,"燒烤類,炭烤串燒"
02-2312-2828,天仁家族-天仁喫茶趣(衡陽店),0.7,0.65,0.6,11:00~23:00,"25.04215600867,121.51180001607999",342,22166,"主題特色餐廳,其它主題餐廳"
02-2365-3157,Cookout 野酷戶外料理餐酒  午茶,0.8,0.8,0.85,11:00~11:30,"25.02104100802,121.52650501305",514,1042688,"其他美食,其他美食"
02-2202-8891,原燒優質原味燒肉(新莊中正店),0.75,0.85,0.75,"17:30~22:00,11:30~14:30","25.03404301416,121.44402601236",545,107793,"燒烤類,日式燒肉"
02-6632-8901,知多家豬排咖哩專賣店(站前店),0.65,0.65,0.65,11:00~22:00,"25.046230007840002,121.51582601042",291,33226,"日式料理,日式豬排專賣"
,金榜麵館,0.7,0.55,0.45,,"24.41095960134,120.7683584147",78,621956,"小吃,麵攤、麵店"
02-2314-3300,台北花園大酒店-PRIME ONE牛排館,0.8,0.75,0.95,"18:00~22:00,11:30~14:30","25.03655060643,121.50690790651",2526,927106,"異國料理,美式料理"
02-2531-1221,Goûter 雅培米堤法式烘焙,0.9,0.7,0.7,"12:00~19:00,09:30~21:30","25.058109019120003,121.53117101027998",298,56582,"烘焙、甜點、零食,西點烘焙、麵包"
03-522-6993,OMAYA麻藥瘋雞(新竹經國),0.7,0.65,0.65,"11:00~15:00,17:00~22:00","24.80122211624,120.95431690529",319,1031384,"亞洲料理,韓式料理"
02-2631-8277,王家水餃館,0.75,0.65,0.55,11:00~21:00,"25.06863801394,121.61657201211",113,23306,"中式料理,麵食點心"
02-8773-9997,路地氷の怪物(台北市民大道店),0.8,0.8,0.8,11:00~23:00,"25.044659,121.5444",225,1167419,"冰品、飲料、甜湯,剉冰、豆花"
02-2758-8123,Cucina Felice 費利榭,0.9,0.9,0.9,,"25.02663470643,121.56791891683",375,1046502,"異國料理,義式料理"
02-2731-7919,Closet Restaurant & Bar,0.9,0.95,0.95,,"25.042221006610003,121.54830500887",1088,1058478,"異國料理,法式料理"
02-2260-0570,燒肉眾(土城學府店),0.75,0.85,0.7,17:00~23:00,"24.988648900810002,121.4576960037",572,615408,"燒烤類,日式燒肉"
02-2793-2525,堤諾比薩 Tino's Pizza Café(家樂福內湖店),0.9,0.9,0.85,11:00~21:30,"25.06016731677,121.57497560714",0,1119470,"異國料理,義式料理"
02-2961-0550,Wapasta 義磚義瓦(板橋店),0.8,0.85,0.75,"12:00~15:30,17:30~22:00,12:00~16:00","25.00968191577,121.46233300730995",459,940610,"異國料理,義式料理"
02-2990-0308,富鼎砂鍋粥,0.75,0.75,0.7,,"25.03791201608,121.44713500531",405,940926,"中式料理,其它中式料理"
06-927-0854,劉正港檸檬汁,0.75,0.55,0.5,,"23.56501410537,119.56527801612",32,82922,"冰品、飲料、甜湯,飲料專賣店"
03-526-2567,北門雞絲飯,0.75,0.45,0.45,"11:00~15:00,11:00~22:00,17:00~22:00","24.80559501165,120.96615101873",75,31479,"小吃,其他小吃"
